date,total_sleep_time,wake_time,rem_time,light_sleep_time,deep_sleep_time,sleep_efficiency,rem_percentage,rem_cycles,rem_awakenings,mood_rating,stress_level,exercise_minutes,caffeine_mg
2025-03-31,6.7483570765056164,35.23029856408025,1.6404364253645707,3.5397075593667533,1.5682130917742927,0.9129904306962494,0.24308678494144076,3.765846625276664,1.7658630430508195,4.830855739001775,5.534869458305818,22.957884210975717,177.12800217929822
2025-03-31,6.268291153593768,0.8671975534220211,1.4211063036849496,3.517692120872024,1.329492729036795,0.9976942212474053,0.22671351232148712,2.2750821674869672,1.4377124707590272,2.718877726071808,4.628494665190548,16.379638867181832,79.38481493323542
2025-03-31,7.232824384460777,5.752518137865432,1.7265560795355763,4.035282445757761,1.4709858591674392,0.9867444172288022,0.23871118497567323,3.4556172754748173,2.1109225897098662,1.6161820381169203,4.751396036691344,20.990419651217927,135.41531251033615
2025-03-31,6.199146693885302,9.422890710441001,2.123913882654048,2.8395870362597333,1.235645774971521,0.9746661619312448,0.3426139092254469,4.822544912103189,0.7791563500289778,4.009716901119454,0.08065975224044886,10.077209266523543,159.84306179345617
2025-03-31,6.869233289997705,16.988963044107113,1.776166757599418,3.7589406259643643,1.3341259064339233,0.9587800599987272,0.25856841405949854,2.5214780096325726,1.2801557916052912,2.6701279390425072,6.114244452437831,35.15427434352692,61.8479922318633
2025-03-31,6.662041984697398,26.11676288840868,1.5372387801895235,4.017878946888576,1.1069242576192975,0.9346627681912981,0.23074588597918416,5.030999522495951,2.931280119116199,2.4987404920799636,3.3815752482975707,34.96895147105346,198.77725635611796
2025-03-31,6.260412881077355,8.037933759193292,1.5069881278196486,3.847647863144921,0.905776890112785,0.9786011617447559,0.24071705116680914,4.812525822394198,3.3562400285708227,3.6675769973423114,6.007065795784048,35.424540375714514,117.74401226974379
2025-03-31,6.6806978027542065,35.64643655814006,2.1839323261957926,3.1725930630457344,1.3241724135126796,0.9110710746826368,0.3269018283232984,1.3802548959102556,2.821902504375224,3.4063492654839647,3.401985299068264,31.376411648032533,50.62155426995536
2025-03-31,6.390164056081244,14.817297817263526,1.7116414099427661,2.928290564752041,1.750232081386437,0.9613538930372152,0.2678556285755873,3.1915063971068123,1.4982429564154636,4.52523806162083,4.657502219319369,22.05359694349442,175.66337165566782
2025-03-31,6.54853877467402,16.723378534022316,1.9542951576384238,3.5144069574575774,1.0798366595780189,0.9574373787561619,0.2984322495266445,3.6078918468678425,0.5364850518678814,3.747581502390556,4.522110544359778,30.076701849636912,138.27064333124264
2025-03-31,5.792314628974793,11.97722730778381,1.3262531544105178,3.4068540641513185,1.0592074104129572,0.9655370144896528,0.22896773386173208,3.838714288333991,2.4040508568145382,6.093871272235737,4.349155625663678,33.86325586084146,146.27770421169166
2025-03-31,5.540614392350479,44.63242112485286,1.3778084400920738,3.037997455385632,1.124808496872773,0.8657416609895779,0.24867430622753917,3.8076390352188776,2.3015473423336124,4.424673837944278,1.662643924760936,47.14234221772531,187.5966516343387
2025-03-31,6.8955159735215235,5.981489372077191,1.4103442073475205,3.622419042538448,1.8627527236355546,0.9855425627440454,0.20453062726026303,4.58685709380027,4.190455625809978,2.1139477013477883,2.867404540794456,31.494770476314617,124.82621729419004
2025-03-31,5.724668284466934,24.735924306351816,1.4507920854847718,3.433009361010739,0.8408668379714231,0.9279844028300318,0.25342814874030134,3.0805757657661967,3.54993440501754,3.492078423196829,3.3558769675886486,42.202758260545046,88.45678417830224
2025-03-31,6.613729967302064,21.846338585323043,2.085686952102489,3.7368700237568246,0.7911729914427507,0.9449470049595559,0.3153571377141214,4.259882794248424,2.78182287177731,2.1493193218198536,1.3590867738314474,37.829123484253465,164.8492336616593
2025-03-31,6.625246425172938,22.322536971610035,1.7710768443671048,3.7543868635546014,1.0997827172512318,0.9438447630496317,0.2673224104748488,4.293072473298682,1.285648581973632,5.240528085971818,4.947665841823575,12.13044754196027,182.82768043169148
2025-03-31,6.0126591648863394,11.793176816482895,1.7397883640332341,2.7220269515500544,1.5508438493030512,0.9673101465505908,0.2893542301871226,4.963376129244322,2.4127809269364984,4.809400995108151,7.793585965307894,26.319178259956942,112.31319178212551
2025-03-31,6.055242785187239,23.411519748166434,1.266814229190884,3.6007234774416745,1.1877050785546799,0.9355612962774525,0.2092094857517281,4.276690799330019,2.8271832490360236,3.9577591066906685,6.907068154314634,26.03014750143066,286.00845832948096
2025-03-31,6.812833673882503,24.824724152431852,1.4112248252618411,4.403832737439107,0.9977761111815557,0.9392697044510783,0.20714212217918587,3.776537214674149,2.714000494092092,3.660403950691042,3.8543421746862543,17.298094228973927,74.25763876570677
2025-03-31,6.276742523966489,7.54261221288012,1.8379553674818108,3.1162480862965185,1.3225390701881605,0.9799720630457595,0.2928199397161736,4.173180925851182,2.385317379728837,2.8394000398323778,4.307450211891056,30.873130776689997,92.85148510846885
